00075880-6198-11e8-9bbb-8dbba87810df_DB.000001.xml   'Een echte staatsman zou nu opstappen'    20180528   Buitenland
00077e4c-2eca-11e8-97e2-0dc6985d37e7_DO.000001.xml   Opvang kost dit jaar 1,35 miljoen    20180324   Regio Oost-Vlaanderen
0009e620-1e1a-11e8-be09-28cf9e87edd7_DB.000001.xml   Het einde    20180309   Letteren
0009f3e6-522b-11e8-8e53-37a4c13d8b15_DB.000001.xml   'Waarom stoppen? Ik ben nog zo gezond als een kind'    20180508   Binnenland
000c5bfe-fec0-11e7-9d99-a552d56e19d9_DB.000001.xml   Boef excuseert zich in rap voor hoeren-uitspraak    20180122   DS2
000ce17a-f617-11e7-aa77-81b037e71ecd_DB.000001.xml   De moord die Bulgarije kon missen als kiespijn    20180111   Buitenland
000df784-f7b3-11e7-bf1c-f4d681614751_DB.000001.xml   'Filmen was de laatste stap'    20180115   DS2
000ffe98-4fb6-11e8-ac8b-c61fb2a06ea2_DA.000001.xml   Zeeleeuwenshow wordt 'presentatie'    20180505   Regio Antwerpen
0013c002-1c74-11e8-9acc-ecdcbfcb7f07_DB.000001.xml   Kinderen in het buitenland? Dubbele erfbelasting dreigt    20180301   Economie
001a5e96-6362-11e8-9095-9d67b756f059_DW.000001.xml   Waterrecreatieverbod in Dikkebusvijver door giftige blauwwieren    20180530   Regio West-Vlaanderen
001b4a46-10cd-11e8-b12d-ed54e57962d3_DB.000001.xml   Pechtold: 'Een Rus zou zijn fouten niet toegeven'    20180214   Buitenland
001c0c0e-61c9-11e8-9ad5-c5dc1cf641a3_DB.000001.xml   Volgt nu ook Noord-Ierland?    20180528   Buitenland
001c3ab2-0b48-11e8-9716-91f235e6d2b7_DB.000001.xml   Elon Musk geeft geslaagd vuurwerk    20180207   Vooraan
0033e570-1fb8-11e8-b1d1-43459382dcff_DB.000001.xml   Kernwapenklucht zkt kern    20180305   DS2
003e5e3a-52dd-11e8-a9a8-7fa8cb3453e8_DL.000001.xml   Verhoogd brandgevaar in natuurgebieden    20180509   Regio Limburg
00416c52-27a3-11e8-8efd-583b7c4e6b07_DB.000001.xml   Gascentrales bedreigen 'Parijs' niet    20180315   Politiek
0042c378-f46c-11e7-9a18-533a4baa920f_DA.000001.xml   Weerstand tegen zone 30 in stadscentra explodeert    20180109   Vooraan
0042c378-f46c-11e7-9a18-533a4baa920f_DB.000001.xml   Weerstand tegen zone 30 in stadscentra explodeert    20180109   Vooraan
0042c378-f46c-11e7-9a18-533a4baa920f_DL.000001.xml   Weerstand tegen zone 30 in stadscentra explodeert    20180109   Vooraan
0042c378-f46c-11e7-9a18-533a4baa920f_DO.000001.xml   Weerstand tegen zone 30 in stadscentra explodeert    20180109   Vooraan
0042c378-f46c-11e7-9a18-533a4baa920f_DW.000001.xml   Weerstand tegen zone 30 in stadscentra explodeert    20180109   Vooraan
0044059a-1d5b-11e8-9b1f-18fe5f59eaaa_DB.000001.xml   Straks in Brussel: een lijk recycleren tot compost    20180302   Binnenland
004652d8-6ff8-11e8-aad9-7e483a136d68_DB.000001.xml   No title    20180615   Sport
004af226-074c-11e8-984e-989403d94977_DB.000001.xml   No title    20180202   Kleine parade
004e9dc2-f6e4-11e7-833b-1b5735e47731_DB.000001.xml   Politie te paard moet dieven afschrikken    20180112   Regio Vlaams-Brabant
0051ad7a-291e-11e8-bd37-a573ef73cd65_DB.000001.xml   Tussen galm en geeuw    20180317   Cultuur
005e23ae-6ffd-11e8-8745-18979e05eacd_DB.000001.xml   18 maanden cel met uitstel voor Genkse CD&V-schepen Çaglar    20180615   Binnenland
006616bc-2ba2-11e8-b90a-5de37351c419_DA.000001.xml   Torentje Sint-Janskerk teruggeplaatst    20180320   Regio Antwerpen
006b4e2c-44af-11e8-bea9-7e61c5762fd3_DB.000001.xml   No title    20180421   Cultuur
00720296-5a92-11e8-b6f6-ca263fb17fc0_DB.000001.xml   'Biggest bitch in Britain' richt pijlen op Molenbeek    20180519   Binnenland
00749750-fc7c-11e7-8e57-ce466573cd65_DB.000001.xml   Poeder op kabinet Francken blijkt geen antrax, kogel wel echt    20180119   Binnenland
0074c9a6-fa0a-11e7-a9af-4bcaa8e82b48_DW.000001.xml   Nieuwe cultuurwerking Wilde Westen lokt 30.000 bezoekers    20180116   Regio West-Vlaanderen
00759d44-6b4e-11e8-9453-b1b7a5d1bb94_DB.000001.xml   No title    20180609   Sport
00787340-3c1c-11e8-a7d1-b92ad47af476_DB.000001.xml   Van Aert: 'Het blijft onwezenlijk'    20180410   Vooraan
007ca51e-39a1-11e8-9d40-b4b3a9e19d86_DB.000001.xml   Bedrijf spreekt van 'afrekening'    20180407   Politiek
007dd376-31bd-11e8-b9f5-af42a8b45324_DB.000001.xml   Verpakkingsindustrie lobbyt met zwerfvuil    20180328   Binnenland
00807662-52a6-11e8-a9a8-7fa8cb3453e8_DB.000001.xml   Een borst van watten    20180511   Televisie
008231f6-fa0d-11e7-a9af-4bcaa8e82b48_DB.000001.xml   No title    20180116   Sport
00843ef6-1196-11e8-938d-60339697375c_DB.000001.xml   No title    20180215   Opinie
008fe64c-65d4-11e8-94f6-227d0a64bef0_DB.000001.xml   De Roeck verkiest Anderlecht-beloften boven Waasland-Beveren    20180602   Sport
0090bdfc-fba2-11e7-83bb-d09b036f0af0_DB.000001.xml   Zo bewijs je dat een schilderij vals is    20180118   DS2
0091889e-47d4-11e8-8040-2d379fdf949e_DB.000001.xml   No title    20180425   Buitenland
00a1bc4e-fbb4-11e7-83bb-d09b036f0af0_DB.000001.xml   'Een dag niet aan de pepermolen gedraaid, is een dag niet geleefd'    20180118   Binnenland
00a364c6-f4b2-11e7-b2ec-e6e78aa9b7f7_DB.000001.xml   No title    20180110   Etalage
00aa60f6-1ccf-11e8-9acc-ecdcbfcb7f07_DB.000001.xml   No title    20180303   Cultuur
00acc664-3c1b-11e8-a7d1-b92ad47af476_DB.000001.xml   Flixbus profiteert van stakingen Franse spoorwegen    20180410   Economie
00b24e3c-02c7-11e8-a512-3aee27aa558a_DA.000001.xml   'Als het niet meer gaat met mes en vork, dan eten we met onze handen'    20180127   Regio BAL
00b24e3c-02c7-11e8-a512-3aee27aa558a_DB.000001.xml   'Als het niet meer gaat met mes en vork, dan eten we met onze handen'    20180127   Regio BAL
00b24e3c-02c7-11e8-a512-3aee27aa558a_DL.000001.xml   'Als het niet meer gaat met mes en vork, dan eten we met onze handen'    20180127   Regio BAL
00bdb198-7bbf-11e8-be75-e5b74178232b_DO.000001.xml   CirQ richt Batacratie in Gent op: politieke partij zonder partijprogramma    20180630   Regio Oost-Vlaanderen
00bf636e-fa08-11e7-8c77-43fab19d6826_DB.000001.xml   Flipkens door ondanks schouderblessure    20180116   Sport
00c18b16-794d-11e8-8b46-753f14e03b58_DB.000001.xml   Wie van de drie betaalt effectentaks?    20180628   Economie
00c24aa2-70b4-11e8-9b4a-ad43d3c3eaee_DB.000001.xml   Comey overschreed bevoegdheid in onderzoek e-mails    20180616   Buitenland
00c27980-3f15-11e8-8941-062944a161ee_DB.000001.xml   Nieuwe stadsradio van SBS en Mediahuis heet NRJ    20180414   Cultuur
00c383b4-787e-11e8-aaa0-864bd8493c49_DB.000001.xml   Voer voor gediplomeerde ﬁlosofen    20180626   Televisie
00c87720-2ed2-11e8-97e2-0dc6985d37e7_DB.000001.xml   'Nog eens minister van Defensie, nee, dat ga ik niet doen'    20180324   Politiek
00ce0428-1669-11e8-a529-2ebc7fbecffd_DB.000001.xml   No title    20180221   Etalage
00cf59e8-2ad9-11e8-9d6d-8c2f146e5552_DB.000001.xml   'Al krijgen we 20 jaar, we aanvaarden onze straf'    20180319   Binnenland
00d1e82e-1afe-11e8-865f-9836345e6343_DB.000001.xml   Wat buien kunnen en de VN niet    20180227   Opinie
00d1ebfa-f1fd-11e7-bfa5-c2ed917c3dd8_DB.000001.xml   Duwtje voor zonnepanelen op sociale woningen    20180106   Binnenland
00d6b778-67f7-11e8-a4eb-dba55fbb31ee_DB.000001.xml   Studenten VUB kunnen verse smoothie tappen aan automaat    20180605   Regio Vlaams-Brabant
00dce6e4-1742-11e8-9715-a0dee37b5bf0_DB.000001.xml   Mireille Gram pleegt nieuwe wanhoopsdaad    20180222   Binnenland
00e5ce56-4e26-11e8-8846-8c80709075ec_DB.000001.xml   Mirakelschilderijen komen na 25 jaar weer thuis in basiliek    20180503   Regio Vlaams-Brabant
00e7c8b2-166f-11e8-a260-e65736f6e6a2_DB.000001.xml   Steve McQueen maakt nieuw werk voor Oostendse expo    20180221   DS2
00eaf000-f3d3-11e7-970e-107702179108_DB.000001.xml   No title    20180108   Binnenland
